dayofweek,hour,age,numscreens,minigame,liked,used_premium_feature
3,19,51,28,0,0,0
2,2,80,42,0,0,0
4,15,18,36,0,0,0
3,14,33,19,0,1,0
6,6,25,28,0,0,0
3,23,23,6,0,0,0
5,1,36,8,0,0,0
6,0,32,24,0,1,0
5,2,22,29,0,0,0
2,20,26,50,0,1,0
4,4,18,4,0,0,0
5,16,19,22,0,0,0
4,14,28,17,0,1,0
6,3,20,4,0,1,0
2,7,19,15,0,0,0
1,21,19,32,0,0,1
6,16,22,18,0,0,0
1,17,24,28,0,0,1
2,5,42,22,0,0,0
0,2,24,18,0,1,1
6,18,22,44,0,0,0
6,20,25,15,0,0,0
4,16,17,55,0,0,0
0,19,22,15,0,0,0
5,18,23,28,0,0,0
2,20,22,5,0,0,0
1,22,29,14,0,0,0
2,8,22,10,0,0,0
0,12,36,22,1,0,1
4,3,24,22,0,0,0
2,21,26,12,0,0,0
1,13,33,9,0,1,0
2,4,32,53,1,0,1
3,5,20,14,0,0,1
6,11,36,5,0,0,0
1,23,27,10,0,0,0
6,5,21,25,0,0,0
5,4,38,1,1,0,0
5,2,46,7,0,0,0
5,1,35,13,1,0,1
3,11,56,13,0,0,0
1,18,27,55,0,0,0
1,10,34,11,0,0,0
5,0,25,66,0,0,0
5,16,24,33,0,0,0
5,17,46,10,0,0,0
5,3,21,15,0,0,1
0,15,35,6,0,0,0
3,0,40,13,1,0,0
4,2,28,17,0,0,1
0,17,20,20,0,0,0
6,23,19,32,1,0,0
0,17,53,1,0,0,0
5,20,44,14,0,0,0
6,18,25,30,0,0,1
6,17,58,21,0,0,0
6,13,36,2,0,0,0
6,4,38,33,0,0,1
3,6,25,27,0,0,0
2,4,41,4,0,0,0
1,15,29,49,0,0,0
6,6,44,53,0,0,0
5,18,20,8,0,0,0
4,4,24,53,0,0,1
0,22,31,23,0,0,0
0,13,32,3,0,0,0
4,23,30,18,0,0,0
0,12,34,54,0,0,0
0,19,38,11,0,0,0
6,8,58,45,0,0,0
2,13,46,18,0,0,0
6,7,29,13,0,0,0
0,0,24,14,0,0,0
0,18,30,2,0,0,0
4,2,42,27,0,0,0
6,1,48,10,1,0,0
0,20,42,9,0,0,0
3,7,49,10,0,0,0
4,9,31,10,0,0,0
2,14,23,27,0,1,0
2,1,40,9,0,0,0
0,11,27,36,0,0,0
1,21,45,5,0,0,0
5,0,45,4,0,0,1
0,5,31,28,0,0,0
1,20,52,7,1,0,0
6,3,36,29,0,0,0
5,22,42,46,1,0,0
1,13,20,12,1,0,0
6,14,36,36,0,0,1
0,6,26,13,0,0,0
3,18,22,23,0,0,0
2,4,51,4,0,0,0
2,14,50,14,0,0,0
1,15,28,12,0,0,0
5,13,27,1,0,0,0
5,1,18,27,0,0,0
4,18,18,10,0,0,0
5,10,22,25,0,0,0
4,23,43,8,0,0,0
2,22,22,11,0,0,0
0,21,22,7,0,0,0
3,1,24,2,0,0,0
2,2,26,39,1,0,1
6,21,17,33,0,1,0
4,2,38,5,0,0,0
6,6,45,40,0,0,0
6,17,30,12,0,0,0
1,16,19,7,0,0,0
1,20,36,11,1,0,0
6,19,24,2,0,0,0
2,4,31,24,0,0,0
0,4,36,24,0,0,0
4,18,20,26,0,0,0
6,17,49,8,0,0,1
4,1,20,10,0,0,0
1,2,31,28,0,0,0
5,5,20,27,0,0,0
0,10,44,7,1,0,0
2,0,21,30,0,0,0
2,19,27,24,0,0,0
1,0,20,27,0,1,0
5,6,39,2,0,0,0
0,15,19,87,0,0,1
4,2,38,21,0,0,0
6,15,26,51,0,0,0
2,19,27,33,0,0,0
1,10,40,7,0,0,0
3,4,31,8,0,0,1
0,17,33,23,0,0,0
4,19,31,33,0,0,0
2,13,20,24,0,0,0
0,9,26,27,0,0,0
4,0,22,30,0,0,0
5,6,23,14,0,0,0
6,6,27,14,0,1,0
0,0,27,22,0,0,0
6,20,35,30,0,0,0
4,19,25,28,0,0,0
6,22,62,4,0,0,0
6,4,23,8,0,0,1
0,0,25,26,0,1,0
3,23,40,12,0,0,0
1,12,24,28,0,0,0
0,13,21,3,0,0,0
5,19,21,11,0,0,0
6,3,33,12,0,0,0
5,18,23,19,0,0,0
3,17,44,29,0,0,0
2,6,27,12,0,0,0
0,6,20,29,0,1,0
1,20,52,5,0,0,0
4,20,29,12,0,0,1
5,3,27,18,0,0,0
4,11,46,21,0,0,1
0,19,52,15,0,0,0
6,8,23,29,0,1,0
5,17,23,32,0,0,0
0,14,21,62,0,0,1
3,13,52,17,0,0,0
5,13,28,15,1,0,1
0,17,34,14,0,0,0
1,4,38,39,0,0,0
0,9,41,16,0,1,0
1,12,20,14,0,0,0
5,20,30,11,0,0,0
1,1,24,12,0,0,0
4,10,17,22,0,1,0
1,0,24,17,0,1,0
0,3,57,8,0,1,0
0,6,25,17,0,0,1
3,20,32,16,0,0,0
6,0,41,34,0,0,0
4,1,28,13,1,0,0
0,2,23,19,0,0,1
2,10,59,44,0,0,0
6,19,20,25,0,0,0
2,0,35,12,0,0,0
5,17,52,48,0,0,0
1,17,45,12,1,0,0
4,23,19,22,0,0,0
0,20,22,18,0,0,1
4,20,27,19,0,0,1
1,15,36,35,1,0,0
4,20,20,22,0,0,0
0,16,27,7,0,0,0
3,1,40,28,0,1,0
0,19,19,20,0,0,0
5,14,27,4,0,0,0
2,17,25,13,0,0,0
4,19,35,20,0,0,0
0,6,41,14,0,0,0
6,2,35,38,0,0,0
6,13,43,60,0,0,0
6,17,37,60,0,0,0
2,9,34,2,0,0,0
0,4,35,11,1,0,0
3,2,29,16,0,0,0
4,23,44,10,0,0,0
4,8,30,29,1,0,0
2,14,27,13,0,0,0
4,2,35,22,0,0,0
4,22,21,19,0,0,0
3,6,32,8,0,0,0
1,16,33,87,0,0,0
5,22,26,22,0,0,0
4,23,29,27,1,0,0
6,17,25,25,0,0,0
6,1,30,14,0,0,0
3,20,31,8,0,1,0
1,16,23,21,0,0,0
3,3,31,3,0,0,0
2,22,17,34,0,0,1
1,15,34,30,0,1,0
1,16,27,20,0,0,0
1,20,18,51,0,0,0
5,19,20,1,0,0,0
2,15,39,5,0,0,0
3,23,30,24,0,1,0
2,5,43,6,0,0,0
6,12,28,30,1,0,0
4,17,24,9,0,1,0
6,2,32,28,0,0,1
5,19,18,1,0,0,0
3,5,19,12,0,0,0
4,19,47,41,0,0,0
0,16,30,20,1,0,0
2,17,34,35,0,0,0
3,19,51,11,0,0,0
4,16,25,5,0,0,0
6,19,24,16,0,1,0
4,15,31,20,0,0,0
2,7,29,19,0,0,0
5,12,26,5,0,0,0
1,16,26,21,0,0,0
5,17,25,13,0,0,1
6,20,55,12,0,0,1
2,22,24,35,0,0,0
5,9,56,12,0,0,1
4,18,43,7,0,0,1
2,18,18,18,0,1,0
2,20,23,40,0,0,0
2,0,34,36,0,0,0
6,22,17,23,0,0,0
5,9,31,44,0,0,0
4,22,26,67,0,0,0
2,20,38,35,0,0,0
2,0,20,14,0,0,0
3,23,17,13,0,1,0
0,13,30,5,0,0,0
2,22,23,78,0,0,0
0,17,29,27,0,0,0
6,1,32,5,0,0,0
2,5,40,37,0,0,0
1,19,31,25,0,0,0
0,23,29,35,0,0,1
3,19,20,14,0,0,0
2,4,39,32,0,0,0
0,23,28,7,0,0,0
4,16,26,17,0,0,0
3,17,33,4,0,0,0
6,19,46,6,0,0,0
3,3,27,23,0,0,1
0,1,26,30,1,0,0
3,23,26,37,1,0,0
5,12,37,12,0,0,0
3,13,31,16,0,0,0
0,23,26,14,0,0,0
6,21,31,7,0,0,0
0,10,25,38,0,0,0
6,0,32,25,0,0,1
3,17,21,9,0,0,0
5,4,18,16,0,0,0
6,20,52,14,0,0,0
0,19,16,22,0,1,0
5,12,31,7,0,0,0
4,2,26,74,0,1,0
5,5,21,27,0,0,0
1,10,34,28,0,0,0
0,9,29,18,0,0,1
2,19,33,71,0,0,1
2,16,33,4,0,0,0
3,22,36,11,0,1,0
2,1,20,19,0,1,0
5,6,32,16,0,0,1
6,2,43,8,0,0,0
0,4,53,5,1,0,0
5,23,22,50,0,1,0
5,13,22,13,0,1,1
4,0,26,30,0,1,0
1,4,22,11,0,1,0
1,19,43,17,0,0,0
3,5,33,18,0,0,0
3,13,33,33,0,0,0
0,19,44,22,1,0,0
0,2,20,21,0,0,0
4,18,38,37,0,0,0
5,18,22,32,0,0,0
1,18,26,27,1,0,1
2,21,31,30,1,0,1
5,0,40,22,0,0,0
6,23,28,25,0,1,1
0,4,42,15,0,0,0
4,14,32,22,0,1,0
3,16,24,34,1,0,1
0,0,40,20,1,0,0
5,5,24,17,0,0,0
0,22,42,29,0,0,0
0,4,26,9,1,1,0
2,14,26,35,0,0,0
4,16,34,6,1,0,0
6,18,31,24,0,0,0
6,19,30,16,0,0,0
3,7,23,19,0,0,0
2,4,59,14,0,0,0
0,20,41,11,0,0,0
4,14,63,17,0,1,0
6,17,38,11,1,1,1
5,15,30,27,0,0,0
1,3,37,5,0,0,0
6,18,32,8,0,0,0
3,19,25,9,1,0,0
3,12,18,16,0,1,0
5,18,22,33,0,0,0
4,23,56,7,0,1,0
4,15,33,7,0,0,1
5,22,30,29,0,0,1
4,13,53,17,0,0,0
6,6,32,5,1,0,0
2,14,54,7,0,1,0
3,4,32,4,0,0,0
3,16,48,18,0,1,0
0,20,37,18,0,1,0
3,18,38,35,0,0,0
4,0,57,89,0,0,0
4,21,29,71,0,0,0
5,20,27,10,0,0,1
1,4,24,10,0,0,0
0,14,42,9,0,0,0
5,1,29,24,0,0,1
2,15,30,20,0,0,0
6,22,39,52,0,0,0
4,6,31,3,0,1,0
2,2,28,17,0,1,0
2,18,21,81,0,0,0
1,12,58,7,0,0,0
1,22,29,15,0,0,0
5,23,31,1,0,0,0
5,16,37,18,0,0,1
5,12,26,8,0,0,0
6,2,37,52,1,0,0
6,1,35,23,1,0,0
6,15,34,20,0,1,0
0,7,44,11,0,0,0
2,8,32,4,0,0,0
1,15,18,11,0,1,0
6,2,41,32,0,0,0
3,22,18,6,0,1,0
6,4,18,25,0,1,1
3,18,30,21,0,1,0
5,23,20,15,0,0,0
0,17,27,9,0,0,0
1,1,38,44,0,0,0
6,1,44,17,0,1,0
6,10,23,17,0,0,0
1,21,18,15,0,0,0
4,6,34,3,0,0,0
5,22,50,10,0,1,0
4,1,41,13,0,1,1
0,14,48,7,0,0,0
0,17,21,13,0,0,1
5,18,20,22,0,1,0
0,17,18,31,0,1,0
3,10,24,9,0,0,0
3,21,62,14,0,0,0
6,0,27,26,0,0,1
4,5,60,9,1,0,0
5,6,32,16,0,0,0
5,8,20,6,0,0,0
0,16,47,14,1,1,0
0,4,45,21,0,0,0
1,20,34,7,0,0,0
2,2,26,29,0,0,0
5,21,30,16,0,0,0
1,22,40,13,0,0,1
0,12,36,10,0,0,0
2,17,20,7,0,1,0
1,21,54,5,0,0,0
0,7,23,16,0,1,0
3,0,24,27,0,0,0
3,3,29,17,0,0,0
3,4,28,16,0,1,0
2,19,31,9,0,0,0
0,16,54,7,0,0,0
2,20,23,38,0,0,0
2,19,31,19,0,0,1
4,14,32,23,0,0,1
0,22,22,42,0,0,0
4,20,41,8,0,1,0
0,4,41,12,0,0,0
4,19,24,35,0,0,0
1,21,20,9,0,0,0
0,23,25,71,0,0,0
6,21,29,11,0,1,0
5,22,18,10,0,0,0
1,22,24,30,0,0,0
4,2,33,33,0,0,1
4,3,36,18,0,0,0
1,21,34,8,0,0,1
0,15,40,22,0,0,1
1,7,23,12,0,0,0
0,15,20,11,0,0,0
6,23,29,16,0,1,1
4,21,19,13,0,0,0
5,14,23,15,0,0,0
1,18,50,40,0,0,0
0,0,20,10,0,1,0
1,17,27,18,0,0,1
3,22,18,24,0,0,0
4,20,32,13,0,1,0
0,6,22,20,0,0,0
6,3,20,20,1,0,0
0,1,33,40,0,0,0
2,1,31,5,0,0,0
5,8,31,12,0,1,0
2,13,34,14,0,0,1
0,20,34,52,0,0,0
0,19,19,17,0,1,0
5,13,23,19,0,0,0
6,2,40,38,0,0,0
1,0,30,36,0,0,1
1,11,27,58,0,0,1
4,22,22,14,0,0,0
6,18,22,15,0,1,0
5,17,30,6,0,1,0
0,13,27,49,0,1,0
1,20,28,33,0,0,1
2,4,24,26,0,1,0
6,0,34,15,0,0,1
3,21,25,37,0,0,0
4,4,26,53,0,0,0
0,1,19,43,0,1,0
5,15,38,18,0,1,0
0,18,34,12,0,0,0
1,13,38,15,0,1,0
4,23,50,16,0,0,1
1,3,29,13,0,0,1
1,18,32,45,0,0,1
3,1,38,22,0,0,1
0,23,27,6,0,0,0
0,0,57,19,1,0,0
3,15,20,5,0,0,0
1,23,24,34,0,0,0
2,15,30,13,1,0,0
5,17,26,12,0,0,0
6,3,21,24,0,0,0
5,3,21,23,0,0,1
3,17,17,5,0,0,0
0,2,36,9,0,0,0
5,21,41,8,0,0,0
0,16,29,6,0,0,0
0,2,19,35,0,0,0
1,21,29,9,0,0,1
6,15,25,40,0,1,0
5,21,45,7,0,1,1
6,23,25,2,0,0,0
1,18,21,31,0,0,0
4,22,19,22,0,0,0
3,0,25,29,0,0,0
2,3,26,7,0,0,0
6,16,38,17,0,0,0
0,23,23,18,0,0,0
0,19,18,31,0,0,0
4,11,44,49,0,1,0
4,23,33,5,0,0,0
1,15,38,18,0,0,0
4,6,36,14,0,0,0
2,23,33,33,0,0,0
2,21,35,41,0,0,0
3,12,25,18,0,1,0
6,16,24,18,0,0,0
4,15,24,9,0,0,0
3,1,26,30,1,0,0
5,9,31,43,0,1,1
4,3,20,15,0,1,0
3,13,38,38,0,0,0
1,17,29,3,0,0,0
5,17,32,15,0,0,0
4,14,33,18,0,0,0
2,18,21,94,0,0,0
0,14,52,20,0,0,0
5,20,32,9,0,0,1
1,17,63,3,0,0,1
0,15,33,49,1,0,0
1,4,27,20,0,1,0
4,13,33,15,1,0,1
3,3,30,27,0,0,0
4,5,29,24,0,1,0
4,16,26,14,0,0,1
3,16,19,25,0,0,0
0,7,30,7,0,1,0
4,19,22,14,0,1,0
0,5,19,16,0,0,0
6,1,48,25,0,1,0
1,14,25,49,0,0,0
1,5,35,29,0,0,0
5,19,29,10,0,0,1
4,14,29,67,0,0,0
0,19,21,27,0,0,0
3,22,27,73,0,0,0
5,23,28,17,1,0,0
2,15,38,6,0,0,1
2,19,22,15,0,0,0
6,1,32,39,1,0,0
1,14,30,26,0,0,0
5,13,29,21,0,0,0
1,2,29,10,0,0,0
5,18,29,18,0,0,0
5,22,30,34,0,0,1
2,23,20,23,0,0,0
5,11,23,19,0,0,0
2,16,35,4,0,0,1
3,13,21,35,0,0,0
0,11,22,32,0,0,1
3,10,32,22,0,0,0
2,21,45,5,0,0,0
6,18,28,5,0,0,0
6,1,26,13,0,0,0
2,0,24,51,0,0,0
0,15,16,7,0,0,0
6,5,25,11,0,0,0
1,18,34,13,1,0,0
5,19,67,10,0,0,0
5,4,27,29,0,0,0
1,15,42,15,0,0,0
1,15,30,19,0,0,0
4,9,23,6,0,0,0
5,1,23,26,0,1,0
3,23,37,13,0,0,0
2,19,26,1,1,0,1
5,18,56,6,0,0,0
0,21,41,10,0,0,1
1,13,49,63,0,1,0
3,17,23,31,0,0,1
0,21,32,1,1,0,1
4,15,45,8,0,0,0
2,2,63,7,1,0,1
6,15,24,27,1,0,0
2,4,22,15,0,0,0
4,0,21,9,0,1,0
1,18,25,7,0,0,0
1,23,34,25,0,0,0
1,14,32,22,0,0,1
1,14,23,53,0,0,0
3,9,29,42,1,0,0
2,16,35,41,0,1,0
1,16,26,14,0,0,0
2,23,28,10,0,0,0
0,18,25,9,0,0,0
4,15,28,36,1,1,0
6,18,27,17,1,1,1
5,4,21,23,0,0,0
4,6,25,13,0,1,1
0,22,43,10,0,1,0
0,22,29,17,0,0,0
3,15,23,22,1,0,1
0,10,23,21,0,0,1
2,23,26,7,0,0,0
5,19,22,7,0,0,0
6,15,26,43,1,0,1
1,5,21,9,0,0,1
6,1,42,1,0,0,0
2,21,36,9,0,0,0
5,19,20,15,0,0,0
2,12,24,20,1,0,1
4,23,35,36,0,0,0
6,12,27,14,0,0,0
3,13,24,17,0,0,0
4,21,24,5,1,0,0
2,3,33,34,0,0,0
2,1,30,31,1,0,0
2,17,38,17,0,0,1
0,16,20,56,0,0,0
1,18,19,7,0,0,0
4,13,33,16,0,0,0
1,7,21,25,0,0,0
0,2,26,14,0,0,0
2,23,36,33,0,0,0
1,14,30,12,1,0,0
3,15,29,100,1,0,0
6,15,44,28,0,0,0
1,21,47,42,0,0,0
0,4,60,6,0,0,0
2,10,25,22,0,0,0
3,11,31,52,0,0,0
1,18,28,31,0,0,0
4,23,30,17,0,0,0
0,16,35,20,0,0,0
3,3,26,4,0,0,0
0,18,32,7,0,0,1
3,18,24,75,0,1,0
5,13,25,28,0,0,0
6,21,18,12,0,0,0
3,5,26,28,0,0,1
2,15,26,2,0,0,0
2,12,22,14,1,0,1
6,0,24,34,0,0,1
3,23,40,12,0,0,0
4,4,27,20,0,0,0
1,18,26,54,0,0,0
5,19,25,23,0,0,0
5,0,28,32,0,1,0
5,0,27,19,1,0,0
0,20,43,63,0,1,0
4,17,29,14,0,0,0
4,2,26,7,0,0,0
0,21,20,36,0,1,0
2,1,26,38,1,1,0
4,8,26,43,0,0,0
6,14,22,6,0,0,0
6,12,41,42,0,0,0
3,22,31,11,0,0,0
6,23,22,23,0,0,0
2,13,23,8,1,1,0
1,21,46,2,0,0,0
4,5,34,21,0,1,0
5,15,22,68,1,0,0
4,1,49,22,0,0,0
4,0,40,6,0,1,0
5,0,34,122,1,0,0
6,14,22,23,0,0,0
0,0,47,14,0,0,0
0,0,62,22,0,0,0
5,22,49,35,1,0,0
0,23,57,8,0,1,0
5,15,30,1,0,0,1
0,18,21,9,0,0,0
6,18,35,7,0,1,0
1,23,51,13,0,0,0
1,20,19,17,0,0,1
3,19,38,11,0,1,0
1,22,24,12,0,0,0
2,4,52,6,1,0,0
2,5,31,15,0,0,0
1,4,20,17,0,0,0
0,17,34,14,1,0,0
0,0,29,15,0,0,1
4,13,36,17,0,0,0
6,23,18,3,0,0,0
3,23,40,18,0,0,0
6,0,29,15,0,0,1
0,19,19,6,0,1,0
3,1,19,19,0,1,0
1,2,56,11,0,1,0
3,6,46,11,0,0,0
6,18,24,42,0,0,0
1,1,18,19,0,0,0
0,11,28,7,0,0,0
4,17,18,20,0,0,0
5,21,61,15,0,0,0
5,6,26,28,0,0,0
4,6,25,50,0,0,0
2,5,29,11,0,1,0
5,1,34,16,0,1,0
2,0,45,23,0,0,0
5,3,31,28,1,1,1
5,5,26,16,0,0,0
1,18,28,14,0,0,0
5,14,26,12,0,0,1
6,2,27,24,0,0,1
2,23,22,8,0,0,0
2,17,29,23,0,0,0
5,18,59,6,0,0,0
0,13,27,1,0,0,0
4,23,40,14,0,0,0
1,13,27,22,0,0,0
6,19,18,2,0,0,0
0,22,22,13,0,0,0
4,21,45,34,0,0,0
3,2,25,31,0,1,0
6,23,31,5,0,0,1
4,16,27,21,0,0,0
1,18,21,38,0,1,0
0,18,36,12,0,0,1
6,13,20,4,0,0,0
0,4,25,10,0,1,0
1,20,36,24,0,1,0
6,11,32,12,0,1,1
0,8,67,33,0,0,0
3,14,25,16,0,0,0
1,19,30,29,0,0,1
3,20,49,14,0,1,0
1,14,31,26,0,1,1
1,1,26,30,0,0,1
2,16,54,5,0,0,0
6,16,22,15,0,0,0
0,16,21,12,0,0,1
0,23,36,7,0,0,0
5,18,63,8,0,0,0
3,23,46,6,1,0,0
3,9,18,5,0,1,0
3,14,75,8,0,1,0
5,19,33,4,1,0,0
4,0,44,12,0,0,0
5,14,23,18,0,1,0
2,15,67,8,0,0,0
4,2,24,41,0,0,1
2,22,29,39,0,0,0
5,6,25,32,0,0,1
0,16,18,14,0,1,0
5,2,26,2,0,0,0
5,13,33,18,0,0,0
6,21,42,10,0,0,0
5,16,33,18,1,0,1
2,0,23,12,0,0,0
6,18,24,6,1,0,0
1,18,21,25,0,0,0
3,15,33,2,0,0,0
0,16,31,48,0,0,0
6,0,36,36,1,0,0
5,19,20,56,0,1,0
2,0,35,17,1,0,0
3,23,39,34,0,1,1
5,16,40,13,0,0,0
3,11,34,9,1,0,0
3,20,27,51,0,0,0
0,21,20,4,0,0,0
3,12,22,17,0,0,0
6,20,60,16,0,0,0
4,20,23,82,0,0,0
1,19,21,21,0,1,0
1,17,24,15,0,0,0
0,23,33,36,1,0,0
4,23,42,13,0,0,0
0,6,25,2,0,0,0
4,20,30,25,0,0,0
1,23,32,20,0,0,0
0,4,48,21,0,1,0
1,16,22,12,0,0,0
4,18,31,20,0,0,0
4,13,28,21,0,0,0
6,5,20,14,0,0,0
2,22,29,18,0,0,1
5,15,31,7,0,0,1
3,13,23,19,0,0,0
4,16,53,37,0,0,0
2,15,18,30,1,0,0
3,13,18,19,0,1,0
5,8,50,43,0,1,0
5,6,21,14,0,1,0
5,10,44,6,0,0,0
4,3,23,14,0,0,0
6,17,29,25,0,1,0
2,0,28,10,0,0,0
1,20,29,7,0,0,1
1,6,26,9,0,0,0
0,0,26,21,0,0,0
4,17,23,11,0,0,0
1,18,34,5,0,0,1
6,5,45,7,0,0,0
1,5,25,30,1,0,0
0,2,36,4,0,0,0
1,6,23,11,0,0,0
5,2,27,20,0,1,0
1,0,32,12,0,0,0
2,21,37,4,0,0,0
1,13,55,13,1,0,0
0,17,55,3,0,0,1
2,14,30,25,0,0,0
2,13,23,24,0,0,0
1,1,34,16,0,1,0
5,0,21,8,0,0,0
4,3,26,24,0,0,0
2,19,40,6,0,0,0
6,0,34,33,0,0,0
3,12,32,22,0,0,0
2,22,24,23,0,0,0
5,22,50,25,0,1,1
1,0,37,28,0,0,0
6,5,39,13,0,0,0
0,0,45,20,1,0,0
4,14,29,9,0,0,0
6,5,23,27,0,0,0
2,20,37,20,0,0,0
0,2,26,18,0,0,0
4,15,41,23,0,0,0
5,10,19,23,0,0,0
4,12,21,26,0,1,1
0,23,32,4,0,0,0
1,11,53,3,0,0,1
4,12,40,16,0,1,0
5,23,25,17,0,0,0
2,6,28,29,0,0,0
5,3,23,3,0,0,0
6,3,20,3,0,0,0
6,23,46,27,0,0,0
1,21,31,3,0,1,0
2,5,21,19,1,0,0
1,5,26,31,0,0,0
0,2,61,21,0,0,0
6,19,42,21,0,0,0
6,4,39,11,0,0,0
6,16,39,44,0,1,1
1,11,35,23,1,0,0
6,23,25,4,0,0,0
1,2,38,2,0,0,0
5,15,30,37,0,0,1
4,19,35,7,0,0,1
4,4,46,18,1,0,0
2,22,26,37,0,0,0
1,4,58,19,0,1,1
0,21,22,3,0,0,0
5,2,32,35,0,0,0
0,5,33,21,0,0,0
1,22,23,31,0,1,0
1,21,61,13,0,0,1
6,8,40,14,0,0,0
0,21,43,8,0,1,0
1,18,39,17,0,1,0
3,3,64,25,0,0,0
2,19,21,14,0,0,0
5,23,51,20,0,1,1
5,21,24,30,0,1,0
6,8,25,7,0,0,0
3,1,26,86,0,0,0
2,18,72,27,0,0,0
4,18,26,36,0,1,1
5,23,22,6,0,0,0
5,16,29,9,0,0,0
3,6,39,39,0,1,0
2,19,56,1,1,1,0
6,1,36,43,0,0,1
6,12,23,59,0,0,1
0,22,23,12,1,0,0
4,22,18,1,1,0,0
3,1,60,5,0,0,1
4,22,22,14,0,0,0
5,18,49,17,0,0,0
1,19,27,15,0,0,1
2,23,20,6,0,0,0
5,0,18,29,0,0,0
1,12,31,10,0,0,0
3,16,47,6,0,0,0
6,0,22,12,0,0,0
4,20,29,19,0,1,0
6,3,23,34,0,0,0
0,18,28,28,0,0,0
0,23,41,12,0,1,0
5,15,27,22,0,0,1
4,23,29,46,0,1,1
1,15,33,4,0,0,0
3,12,40,27,0,1,0
0,3,19,40,0,0,0
1,2,25,15,0,0,0
1,8,24,12,0,0,0
6,2,46,42,0,0,0
0,19,24,17,0,0,0
0,16,22,15,0,0,1
3,11,45,21,0,0,0
2,0,34,17,0,0,0
0,15,23,3,0,0,1
4,15,23,58,0,0,0
1,20,19,3,0,0,0
6,6,16,27,0,0,0
0,0,62,26,0,0,0
4,18,22,24,0,0,1
6,23,24,18,0,0,0
2,20,40,18,0,0,0
2,13,55,5,0,0,0
5,22,38,5,0,1,0
0,0,29,17,0,0,0
6,15,19,8,0,1,0
6,23,33,8,0,0,0
3,13,17,16,0,0,0
3,16,50,23,0,0,1
6,18,30,14,0,0,0
2,21,31,9,0,0,0
2,4,34,60,0,0,1
6,4,25,14,0,0,0
1,19,54,2,0,1,0
0,18,21,28,0,1,0
6,1,30,36,0,0,0
4,17,48,13,0,0,0
3,14,32,25,0,0,0
5,15,25,49,1,0,0
1,16,47,26,1,0,0
1,1,20,17,0,0,0
1,12,34,33,0,0,0
6,19,24,13,0,0,1
0,22,23,8,0,0,0
2,8,22,13,0,0,0
6,23,22,21,0,0,0
0,21,26,2,0,0,1
3,20,35,5,1,0,0
6,23,32,36,1,0,0
4,23,66,4,0,1,0
4,15,33,4,0,0,0
2,14,47,20,0,0,0
1,20,33,9,0,0,1
4,5,36,19,0,0,0
0,20,48,34,0,0,0
4,17,18,17,0,0,0
6,15,24,30,0,0,0
2,14,28,52,0,0,0
5,23,31,41,0,0,0
5,15,32,7,0,1,1
4,5,29,35,0,1,0
5,3,36,76,0,0,0
2,23,20,1,0,1,0
3,18,49,14,1,0,0
5,9,23,19,0,0,0
4,17,43,28,0,0,0
2,18,29,13,0,0,1
5,16,43,7,0,1,0
4,20,32,33,0,0,0
1,20,32,13,0,0,0
6,20,71,30,0,0,0
1,1,17,12,1,0,0
3,4,37,14,0,0,0
0,18,32,7,0,0,0
0,8,31,23,0,0,0
1,21,23,11,0,0,0
4,15,33,13,0,0,0
0,13,47,13,0,0,1
0,20,19,49,0,0,0
0,17,19,14,0,0,0
1,17,42,9,0,1,0
6,23,36,4,1,0,1
6,0,38,14,0,0,0
6,1,33,18,0,0,1
4,21,23,51,0,0,0
5,3,24,10,0,0,0
4,19,18,15,0,0,0
0,2,30,21,0,0,0
0,5,19,21,0,1,0
2,8,32,5,0,0,0
2,18,53,21,0,0,0
6,11,46,14,0,0,0
5,18,66,9,0,0,0
1,0,47,19,0,0,0
5,23,33,18,0,0,0
4,19,31,7,0,0,0
5,3,19,11,0,1,0
3,15,27,33,0,0,0
1,19,23,10,0,0,1
2,15,52,14,0,0,0
3,11,40,10,0,0,1
2,19,37,31,0,0,0
4,8,28,9,0,0,0
6,1,28,61,0,0,0
0,22,46,76,0,0,0
5,12,36,22,0,0,0
1,17,23,20,0,1,0
6,9,19,31,0,0,0
1,2,45,19,1,0,0
0,21,29,2,0,0,0
4,23,37,49,0,0,0
1,13,41,22,0,1,0
6,18,20,37,1,0,0
5,16,55,31,0,0,0
3,14,24,27,0,0,0
5,13,47,18,0,0,0
0,8,25,23,0,0,0
0,19,38,19,1,0,1
6,2,25,4,1,0,0
1,23,22,30,0,0,0
3,21,34,33,1,0,0
4,14,29,14,0,0,0
3,20,26,15,0,1,0
0,18,31,10,0,0,1
2,14,35,1,0,0,0
5,16,27,28,0,0,0
3,20,31,38,0,0,0
2,13,54,22,0,1,0
6,22,21,17,0,0,0
6,22,19,52,0,0,0
2,14,22,52,0,1,0
0,0,30,16,0,0,0
6,19,25,4,0,0,0
6,17,19,7,0,1,0
5,3,29,5,0,0,0
1,22,25,16,0,0,0
0,0,36,9,0,0,0
5,15,21,22,0,0,0
1,1,39,2,0,0,0
6,22,38,6,0,0,0
6,0,20,18,0,0,0
3,21,65,15,0,0,0
2,6,29,10,0,0,0
6,21,17,2,0,0,0
5,23,47,25,0,0,0
3,3,32,20,0,0,0
0,23,29,6,0,1,0
4,0,23,26,0,0,0
2,2,18,6,0,0,0
3,22,34,42,0,0,1
2,7,22,31,0,0,0
